Customer ID,Age,Gender,Annual Income,Spending Score,Age Group,Cluster
8e6a7fa3-bf7d-47dd-9e50-e3e7133fc39c,27,Female,199,25,young,1
04c9da15-a924-4beb-bcb3-3f2e3f6fcee5,25,Female,198,29,young,1
716588b1-f862-4c02-a2cf-115cd43f654c,21,Female,175,33,young,1
69fae815-5e3e-46de-8e87-4adf49ab06fa,19,Female,166,44,young,1
acd44010-74ef-4fbb-950e-bc92c59caed4,20,Female,184,40,young,1
f2913b6c-b7a9-453d-aed9-3b27464b1254,25,Female,200,37,young,1
964ae54b-3fbe-45a1-8250-cbe06ae14a9b,27,Female,178,46,young,1
5f8ff7c6-e105-4b76-bb40-13f1cd72844b,27,Female,165,32,young,1
8b5b2c6e-a8dc-4370-bb4f-d4300a377a61,19,Female,180,33,young,1
88cd2439-c92a-4f60-9315-962bc0a4ec3e,19,Female,179,29,young,1
19674f52-dff2-4621-8800-c33497dd8b9c,24,Female,177,29,young,1
18c338ee-66ce-4782-ad1d-23208dced64a,25,Female,197,18,young,1
7ea47dee-eb56-452a-be8c-0915ea34147c,20,Female,179,33,young,1
bafa7f80-0cd5-4051-ba36-12be6bc850bb,20,Female,174,39,young,1
a81b2cab-91de-437c-a310-fb6986e1ee03,29,Female,173,33,young,1
38386740-89b8-47d1-bdff-f074f562104a,25,Female,184,42,young,1
65a60cf2-7552-41c0-ab6b-32ee3f5d71bb,25,Female,189,44,young,1
581e33da-3bd1-4491-961e-4803cb80a563,28,Female,182,33,young,1
37c75772-90a6-48a2-9d15-984278bf92a8,28,Female,196,26,young,1
8fa86256-a540-402e-befb-4d225947b8ee,26,Female,198,31,young,1
1956c2b5-8e4b-4725-b366-13d1dd42b0a9,24,Female,192,36,young,1
87e28ef0-5469-4772-96f3-63b59a3c9104,22,Female,169,42,young,1
7db797ae-e78c-4041-9311-52368fe15a15,22,Female,173,29,young,1
cab3c7c0-312b-4971-b215-fccd447434f2,29,Female,195,27,young,1
65332d8e-e3e8-4bf0-a961-ca3bc3e3dedd,25,Female,197,26,young,1
7699c578-327d-4b67-947e-85f442f1777a,26,Female,199,36,young,1
59c7e836-a838-4c24-a41c-3f60b2291e7a,19,Female,180,40,young,1
f70737e4-58bf-4b1f-af54-07aa0dc8ff3a,18,Female,171,41,young,1
4e5c7530-4db4-41f2-8324-92a40de91d9a,29,Female,185,38,young,1
ea7d5e36-4c74-4385-a09e-88835d110e64,21,Female,184,40,young,1
670a6b47-6d6f-4d31-9c26-f005bf32bac4,29,Female,196,28,young,1
2bb8406f-7208-4cec-8cdc-f5fc0de430d7,20,Female,191,28,young,1
01c87e1e-c884-4b75-a19f-8a4c6d1d2147,19,Female,188,33,young,1
26977df5-7900-4d47-9b02-f38fabb8ee79,22,Female,194,24,young,1
a2735880-e6bb-4a72-80ae-13303ff77fa7,26,Female,167,43,young,1
937a1cd1-3bb4-4b0f-ad7a-4ee062a01a30,27,Female,189,27,young,1
e48916cf-edb5-4ed0-9d88-d5259f93571b,18,Female,198,24,young,1
6cf0f7e9-ff6b-4e0d-916d-6d158498cd4d,27,Female,178,39,young,1
09462cb9-90e2-4d48-b0ca-05881bee4386,28,Female,198,23,young,1
0c42b1e0-b692-4d52-9890-f8d8cfff1cb8,22,Female,169,37,young,1
e88187d8-6502-4438-ac9e-a4d3988efc19,19,Female,196,20,young,1
33dfa6d2-d516-4bab-ba73-6b1762793f04,21,Female,189,38,young,1
d228f533-aea0-45af-9c42-318a0b6fb050,25,Female,174,40,young,1
99d9e010-9c8b-4d67-83a1-a0f1059a0a58,27,Female,189,25,young,1
ed95ff8b-a452-4bfd-b729-6e0dcc637071,26,Female,186,19,young,1
077cd7b7-b9b3-46c2-a643-8f3590b8b44f,27,Female,181,25,young,1
cf087d23-e537-4791-9997-34ff3cf7912b,22,Female,176,41,young,1
54563154-bdab-4773-b0d5-78b17277c99e,18,Female,186,39,young,1
c8412afc-c360-43d3-9787-dafe5a639b50,27,Female,194,20,young,1
7d9e4502-d0f7-43b3-9f39-bbbd8b57a39f,22,Female,169,43,young,1
ea145b43-a376-4c97-97e8-738b4f00a15e,27,Female,180,35,young,1
af160c3b-77f3-43bc-bd18-e4ea53b03b65,25,Female,194,29,young,1
5de61cc7-41f1-4cd6-aef5-609cb06bd12f,22,Female,184,31,young,1
e7fa140e-7d77-4feb-ae69-b111afea4406,28,Female,176,37,young,1
f8262789-f390-47de-a65d-4ccc86d9060f,24,Female,193,22,young,1
96237917-9c2d-4deb-a182-70064548a873,18,Female,170,32,young,1
589e6157-9633-4994-82c4-bd5714e44c88,27,Female,177,42,young,1
f4b76d31-16b7-4039-b15c-3ace0abc7d36,26,Female,166,44,young,1
2d27fe2e-3cf2-403f-bf50-e02d7999e048,19,Female,179,34,young,1
1bcab1cb-6734-431e-b44d-bfd31e4ecece,20,Female,188,35,young,1
c310d27d-9066-48e5-91c6-79e443b6048a,27,Female,191,32,young,1
f5766198-0327-4c47-b11b-3c4732c7b8b7,29,Female,189,32,young,1
1627daa6-5f21-4448-8d3a-bc446a91ebf8,23,Female,190,22,young,1
dd77bcd0-df60-4e68-aaa9-7893672ded44,19,Female,196,26,young,1
79e24372-82ed-4a6c-9639-032925b57ab1,29,Female,194,21,young,1
53bc9428-fb91-4e03-9a0d-7a89380a0d65,24,Female,182,31,young,1
b164b3bd-4be6-4b7e-a932-f01510537945,19,Female,188,18,young,1
