Customer ID,Age,Gender,Annual Income,Spending Score,Potensial,Cluster_OPTICS
19daf9f7-1b0b-4d34-969c-48078c418f78,78,Male,20,44,No,57
4a4032a4-e68e-45e5-ae04-881870afbf0f,44,Male,23,44,Yes,57
415bb9d2-6f6a-480b-a5cd-60bec3003b2b,58,Female,24,45,No,57
a959cec5-ad83-41c8-b8b9-681551b8ad8f,20,Male,24,42,No,57
eee9c4c7-aa26-4529-852c-ad559144ae7c,76,Male,26,44,No,57
6ae8f024-76f4-4655-a772-3e84104f6d0b,21,Male,28,42,Yes,57
bcf51ce9-092e-44f5-bd6e-64f8d78df15c,58,Female,21,42,No,57
dca35f46-ab77-49df-a509-55021f9d835f,79,Female,24,43,No,57
2d3872f4-9291-4fd8-9991-fd48aa888ca9,28,Male,21,45,Yes,57
3e62620e-f9ec-40aa-a073-17b3f7be42a7,34,Male,20,45,No,57
eaebc8fb-f291-42da-a505-6b5d29ceffdc,51,Female,21,44,No,57
f9ff1e91-6aaf-415a-bda2-2c78127eac61,34,Female,25,43,No,57
e40533a4-9bbf-4fea-9b8b-a34dc6f8656e,58,Female,24,44,No,57
859cbbe4-d0f6-44f9-9296-7d3f45108909,49,Male,27,43,Yes,57
133605c3-fbb0-41e1-b3d3-54bd53f334e2,47,Female,26,44,Yes,57
53270789-8f29-4ee1-8f66-8817b520c33a,21,Male,24,43,Yes,57
8900a200-fd1f-420d-a05d-29ddfec8acb7,42,Female,26,43,Yes,57
1ae0a497-87c5-4c0f-9d9a-7aedbc87d2ef,37,Female,22,43,No,57
ca802973-cc07-4156-a56c-7ef6f929c308,71,Female,28,42,No,57
9d4e0472-b018-45aa-832f-d5d8bd8a1cc4,76,Female,24,44,No,57
c6159bb2-fd63-4dc4-b403-b553ee6ca91e,33,Female,22,43,No,57
ecda0c71-a938-40e6-b42b-b2188ef1d03f,50,Male,22,45,Yes,57
69520892-fed4-4d68-9dc9-125fd8d77d0d,21,Female,24,42,No,57
ef11e6a1-00a7-4454-9442-6eee4bc1ba11,23,Male,23,43,Yes,57
f207fb5f-01fc-4bca-858b-7658d31c0781,87,Female,24,41,No,57
af09a417-6e1b-4bd3-b064-37dc8447701d,42,Female,24,42,Yes,57
3c81468d-10d6-4af9-88b3-dfbac7d36a1c,65,Female,24,42,Yes,57
b073b1cd-5512-442f-a4c1-5219330d2bd2,49,Male,21,43,No,57
6407aaec-985c-4dcd-9dc2-5ee833901dd0,57,Female,22,44,No,57
19a15326-c0e8-4ba4-9955-4321d9845299,37,Female,21,44,No,57
