Customer ID,Age,Gender,Annual Income,Spending Score,Potensial,Cluster_OPTICS
7eab5cb6-b411-4003-9993-06061f62b7b0,27,Male,56,100,No,118
a4b537db-c8b4-4f89-a607-3c8b5d45e0b9,48,Male,55,99,No,118
fc386c14-af64-48f9-a2f7-adfbbf33186a,66,Male,55,98,No,118
bb92c47b-b30b-4b83-b665-5d8ab002ede8,44,Female,56,98,No,118
b37e4c6a-2353-45af-af6b-46100d3b001a,65,Female,54,98,No,118
a50e4340-fc29-4f29-8a21-383526de6340,54,Female,57,99,No,118
a64299ff-a0c8-4afd-834a-7d49f13eab65,34,Male,55,98,No,118
becbf349-f229-4e65-b772-af106f046240,36,Female,57,99,No,118
a2a0abd8-ccfa-4bd5-a7bc-a33d91ece4fc,56,Male,57,99,No,118
3949523f-ef7f-43c2-81cf-0312f57474a4,47,Male,56,98,No,118
b81665aa-0328-4545-9ca9-e24877e72c9c,59,Male,56,99,No,118
9009fa4b-1a29-4113-a8e2-341a347fd7a1,61,Male,54,99,No,118
9fc319f5-4685-497a-99e2-31c2f1f61ef7,78,Male,54,99,No,118
888c3125-34ea-4cdf-8efe-62b4311fbe15,53,Female,55,99,No,118
52f8dba3-3485-408d-8e2f-921e286dcf50,78,Female,56,98,No,118
439e7491-7867-490d-82eb-8a6c596be2e0,47,Male,57,99,No,118
d690acb6-b2af-428c-9537-7ef89b394f6b,70,Male,56,99,No,118
b9c643c9-afb4-493d-8ac1-441626c42738,58,Female,56,98,No,118
df9f4212-6c45-47a5-beed-ad00dba06a9e,81,Male,55,97,No,118
c94f4d50-bde3-42ea-9e9d-d7c04f07b998,55,Male,55,99,No,118
8238cb9d-3d8d-483e-840a-b16efc57612a,71,Female,54,99,No,118
bf413686-fe13-4d13-be53-daa8420e22bb,89,Male,56,98,No,118
