Customer ID,Age,Gender,Annual Income,Spending Score,Potensial,Cluster_OPTICS
396ee6b6-d53e-4675-a99f-dcd7ebf276e4,71,Female,65,70,No,137
18a87057-2696-4d04-89b3-516d1deccfa4,48,Female,61,69,No,137
87b1e6c4-4934-406f-a7b7-1f96af66adcd,18,Male,63,68,No,137
08603701-2370-4869-ad24-70054a497d80,54,Male,62,69,No,137
9b2b4ead-a132-45d4-a581-d38d93aad553,90,Female,65,68,No,137
10a47802-6393-4b02-8d9c-177df50b8778,49,Female,64,69,No,137
af8a6f5b-4ce6-4900-84d8-8649e5a2aa20,63,Female,63,68,No,137
cbaf744c-cec8-44cc-8f18-113f501a7b30,75,Male,64,69,No,137
25ba7dd5-2f87-4d23-871c-ad35310c9d35,83,Female,64,70,No,137
f2d671a6-1a39-4f38-8f5c-a14f3e12e8dd,82,Female,65,71,No,137
745acbe7-e842-4faa-95b0-e5364ecba9cb,43,Male,64,69,No,137
82ab9967-9fcb-4df7-b262-2d7a74de8668,45,Male,64,69,No,137
f32f9dda-237c-4fac-a54a-bf299172b8f6,83,Male,63,69,No,137
b3af79f6-57eb-49d4-8fc2-3aac55d42a4c,78,Female,63,69,No,137
