Customer ID,Age,Gender,Annual Income,Spending Score,Potensial,Cluster_OPTICS
17ca81e8-0c61-4b59-bc8e-eeee606fe30c,65,Female,24,35,No,136
b978874e-cc2b-4829-affb-95ce54935dbe,71,Male,21,35,No,136
787e4d1a-9713-4209-89eb-36d3c160e30b,57,Female,25,35,No,136
2414cc7a-beba-44ca-b298-149d4d0bceb5,85,Female,26,35,No,136
d48cc765-6a77-47f0-a532-7e17122883e8,89,Female,23,36,No,136
b64adad0-2771-4d10-a2be-22784d5e1b3a,74,Female,24,35,No,136
f6679752-ca86-47ce-9741-73e9a88aa9c3,68,Male,23,36,No,136
41435102-b881-47bb-8a7c-50aea70221d0,58,Female,22,35,No,136
e9df3ecb-52f7-4df5-a72e-306481212efb,33,Male,20,35,No,136
fcbd41e2-fef9-451c-a4c5-95355a41e40a,38,Female,23,36,No,136
d0c8ec40-9fff-417d-a0c2-0fc723ddaa61,35,Male,22,35,No,136
f7f11e6a-21b3-4975-87e2-61d60e8479ae,90,Female,24,34,No,136
b9ea091c-3b1e-4474-9926-9c9c82b00964,23,Female,22,36,No,136
4b713a77-d3e1-42e0-bda9-d409ac469215,29,Male,23,35,No,136
a3366ec5-35cb-47e6-8ff3-87d91f365edb,49,Male,23,37,No,136
9a13ae3f-ace7-4d71-8902-4e07928232b1,88,Female,25,36,No,136
b0f0a227-9ed9-4a9f-bb03-0a496590689c,34,Female,24,35,No,136
