Customer ID,Age,Gender,Annual Income,Spending Score,Potensial,Cluster_OPTICS
8e6a7fa3-bf7d-47dd-9e50-e3e7133fc39c,27,Female,199,25,No,144
04c9da15-a924-4beb-bcb3-3f2e3f6fcee5,25,Female,198,29,No,144
b72a56cb-3430-4f05-9f46-6e0a2947bad4,51,Male,196,31,No,144
3e51e22e-e3ae-42dd-a4f9-d771c07676ab,30,Male,195,27,No,144
dd8b9d62-3810-4077-99ee-1a72c45607af,69,Female,198,25,No,144
2ffc9bcc-3732-4301-949a-18cdf17e86ff,86,Female,193,27,No,144
3e65f017-5b6f-482c-82b6-cd7298e6bc9b,80,Male,198,28,No,144
23933ae2-8bb0-45ea-b742-425a493ec94f,84,Male,192,29,No,144
a3a9bb88-8cba-4ecf-9cb8-d8909e42a95c,55,Male,197,30,No,144
923b6f99-8676-4614-8b0a-effc3365d844,53,Male,196,26,No,144
5809a4d0-22c7-4f7c-83c2-ca66feb06063,63,Female,195,30,No,144
78d98336-1476-4472-ae0a-e17cb6c192a4,18,Male,198,26,No,144
17bf3ff6-7a34-4f7c-9d23-156e51284068,47,Female,199,29,No,144
e98ccf4a-d103-440b-8aed-fcb17de3996b,31,Male,196,31,No,144
151b1f9e-cfb1-4493-ba54-fa0c6eb69b3d,47,Male,198,28,No,144
37c75772-90a6-48a2-9d15-984278bf92a8,28,Female,196,26,No,144
7428e26e-4135-46cc-9a45-6be28833ef06,25,Male,200,25,No,144
7d42eeb4-8cda-4823-bec4-f6d14cfdd0cf,67,Female,194,26,No,144
8fa86256-a540-402e-befb-4d225947b8ee,26,Female,198,31,No,144
8466af73-a02f-4383-991d-ef9f52799cac,22,Male,199,30,No,144
afc7d8cd-3ddd-4af5-8aa3-428079b828df,41,Female,196,28,No,144
cab3c7c0-312b-4971-b215-fccd447434f2,29,Female,195,27,No,144
65332d8e-e3e8-4bf0-a961-ca3bc3e3dedd,25,Female,197,26,No,144
4cc24c9b-d33c-4138-9104-682a88fd5012,45,Female,199,26,No,144
8fa0bcf7-5254-45dd-b325-731ac54315be,37,Female,199,27,No,144
51062a3c-65c1-49ee-a48a-2c3ea87c4eac,75,Male,196,26,No,144
41a2a3c3-6614-4cd8-9e8f-520e5982d3eb,33,Male,193,30,No,144
670a6b47-6d6f-4d31-9c26-f005bf32bac4,29,Female,196,28,No,144
2bb8406f-7208-4cec-8cdc-f5fc0de430d7,20,Female,191,28,No,144
3cb36523-1eab-4925-9c00-c11617c58cb3,31,Female,193,27,No,144
9cbfafa3-cfb4-4518-8186-b3fba0ddb073,31,Female,194,27,No,144
bf8a7516-b37a-49dd-ab4b-61888680d134,74,Female,200,25,No,144
cbdd5669-eaef-469c-80ff-4642c0a57aac,21,Male,192,29,No,144
c26e2583-aab6-41ba-981e-90e6decc99c4,54,Female,196,30,No,144
e48916cf-edb5-4ed0-9d88-d5259f93571b,18,Female,198,24,No,144
c4777eec-0ff1-40c1-a0be-ca829551c8b0,51,Male,191,28,No,144
8f2ee6cd-a74d-4d0a-b6e1-c43e757d109d,75,Male,195,27,No,144
058856ad-bd74-45ff-aa95-d9f9d9f67207,38,Female,199,30,No,144
e99420b0-3b45-4864-9545-26b563d36586,32,Male,191,29,No,144
3529979f-180c-4d2b-9d5a-0dddb524377c,64,Female,195,30,No,144
6cd6109c-2c76-4108-ad58-ed995960f35a,40,Female,196,30,No,144
f3c1d221-c227-44ee-b474-6c7b60a83eb7,55,Female,197,29,No,144
945e6c98-12df-4571-a245-0c5f3d6a710d,86,Female,196,27,No,144
ac87101f-f1fc-414f-8dce-490d7fe6afbf,72,Female,197,28,No,144
b23f4e43-d606-488b-aaa2-cf911fcf15b5,41,Male,198,26,No,144
74015ad7-aef4-4283-aa4b-59f37d7aba41,72,Female,196,30,No,144
af160c3b-77f3-43bc-bd18-e4ea53b03b65,25,Female,194,29,No,144
8c9eabbc-ed80-474a-99a5-aeb8662cb822,30,Female,195,28,No,144
b245248e-1b3d-41e1-94ba-801fd1982886,37,Female,192,30,No,144
e6e95ac9-860f-46d5-a44b-537d34ebc948,43,Male,197,28,No,144
8035981e-d2b2-4757-b61a-cf2c6ef45089,36,Male,198,27,No,144
200a4f74-7fc7-4154-80bc-cab9cd08c6fe,42,Female,193,27,No,144
dd77bcd0-df60-4e68-aaa9-7893672ded44,19,Female,196,26,No,144
bb9ccdd0-0cbe-4b0f-aae6-418486313fdb,66,Female,193,29,No,144
ab6c36ad-1eab-4f0e-b289-6f2efe77ec88,31,Female,199,24,No,144
593d8d71-380d-4a76-9480-fb90ea6462a3,64,Female,194,29,No,144
