Customer ID,Age,Gender,Annual Income,Spending Score,Potensial,Cluster_OPTICS
9d9766aa-f74f-40dc-8f57-8725faea0047,62,Male,186,61,No,9
71b9f2a1-7a16-4e31-89ac-9db3c27f1f40,24,Male,187,60,No,9
8afa72ab-3c88-48c6-ab1c-abb89a500752,89,Male,185,61,No,9
9ca1c5ba-b656-4899-a41a-6e73e2b08f4e,61,Male,186,62,No,9
1316aa4f-5220-4b4c-ab4e-c46bb331568f,83,Female,187,61,No,9
06cf253c-e326-4370-bdb8-281a669d7862,41,Male,187,60,No,9
db43f686-7773-4366-a2f0-110386f7e7d2,30,Male,186,61,No,9
a2916447-4a64-4fe6-a124-ab3835d49c9c,18,Female,187,61,No,9
33faa32b-4b85-47f5-a17b-ea54bfef4ce8,56,Male,186,61,No,9
5129fc7d-d0f1-4590-acdc-8baeec5d7eb8,75,Female,187,60,No,9
2ef0a232-c295-4d69-b8b3-d4000b37e021,75,Female,187,61,No,9
e71f2dd6-7f9f-40b1-a80f-2ab0e2eefadf,35,Male,186,61,No,9
6d96c0d2-6b18-42af-8e6f-99d9becfada3,19,Male,188,61,No,9
750d6d7a-a0bf-4ff6-901a-b06ec6601178,76,Female,185,61,No,9
317c4cae-ebfb-4107-a291-e9c76def640b,81,Male,187,60,No,9
