Customer ID,Age,Gender,Annual Income,Spending Score,Potensial,Cluster_OPTICS
2ddd5825-e37e-48bd-af2d-5e31c9955021,44,Female,113,14,Yes,152
e56ba8a7-3424-4934-840f-ba04aa52cc7f,55,Female,112,18,No,152
549090ea-4ec1-4a61-8433-aac5005ad67d,47,Female,114,15,Yes,152
1093b0bc-3a07-4dd3-8036-66fdcb9bd901,41,Male,114,14,Yes,152
5b6b4a30-7df2-4cc9-ac8e-a5085e81561a,82,Male,110,16,No,152
66dea8b2-b079-46dd-af3d-bb3b5112dec0,67,Female,112,15,Yes,152
2a9f803d-a1bc-4e79-927d-66fd73d7cfbb,86,Male,112,19,No,152
b2ef03b6-386b-4052-984d-e3b6ea706133,85,Female,113,19,No,152
9b70ce1c-692d-460c-9ef1-2870ee4a0d4b,26,Female,111,15,Yes,152
61974b15-718c-4517-82a3-7420491eee6c,25,Female,111,16,Yes,152
2fb96ee4-1fcc-4ace-8262-37219233b270,79,Male,116,14,No,152
61c5a238-e875-4b09-b3f6-3d001a00246c,49,Male,112,17,Yes,152
3d9ecf3d-854d-44ba-9b6d-68f0e6a041dd,75,Female,109,20,No,152
a83ea2c2-41a0-4b78-9611-e0a7ccb5aff3,32,Male,114,19,No,152
b15dac14-842d-4b23-8851-ad6f35e5b6e0,21,Female,110,17,Yes,152
acf32874-06d6-4091-9630-81437c5f3f7d,25,Female,113,13,Yes,152
10332bd3-6b4a-470e-a487-63a514061201,82,Male,115,14,No,152
97c939e7-2cba-4983-bd30-83c4c85db096,24,Female,116,13,Yes,152
3c057dd6-8a4e-4edb-908a-9468f7be5dfd,78,Male,116,13,No,152
4dd10f75-f9e1-452e-9cea-8d79e1eefe41,32,Male,116,16,No,152
0b9a82b0-42ce-464c-a661-4f3850436727,21,Male,115,14,Yes,152
8d4a8f66-b352-4bca-b077-05e99df2243f,89,Female,113,15,No,152
d6dc9190-be21-4f56-a66c-e0539658f365,54,Female,114,17,No,152
b74ab4b8-91c0-42d6-9d9a-783e844c4e40,34,Female,110,18,No,152
83a9fe92-0446-44e5-a2e7-8ea581056fe7,24,Female,113,19,Yes,152
f60c3733-5f5e-4f17-ac64-354d0992ba3f,65,Female,109,20,Yes,152
8ee0ed68-e2e1-4440-9804-2546386510ac,89,Male,113,18,No,152
ee4d02d5-f57c-4108-924f-b04572a8f2fc,40,Female,114,13,Yes,152
41ef0990-85f5-4061-ab03-2bb3e2cdfb86,40,Male,112,15,Yes,152
4ff3270a-8395-46a6-b475-fd05d51f1a93,48,Male,112,13,Yes,152
47449c12-a885-44f6-b210-233a584b8ef3,34,Male,114,15,No,152
5959ffb4-a9b6-4355-9daf-528ec0420dc4,85,Male,115,18,No,152
8c68e55e-7ee2-41e2-bb93-0f628bac1d36,56,Male,116,14,No,152
d830df1c-021b-4737-9a32-a0a263e33367,19,Female,117,13,Yes,152
70a6fe14-b05b-45da-932f-e22480a98de1,22,Female,111,15,Yes,152
dea42fc1-e289-483c-9ef7-519a351f50c2,76,Female,113,18,No,152
f8e5b7f2-2cb1-4fca-b221-219ae30e5cbc,61,Male,111,19,Yes,152
dc354b93-5117-458f-ae89-9103b5edb145,36,Male,118,14,No,152
aeae0564-c898-42ad-b652-0bef67d02766,30,Female,110,15,No,152
6b14d67b-da28-491a-bfe5-57c868aebb6e,83,Male,111,18,No,152
68acf688-c243-4684-9ddf-a94fd2dc8bc4,63,Female,109,20,Yes,152
050c6981-4050-4561-a6ac-e8cd7e51e2ad,37,Female,115,13,No,152
7c9bf4df-f3c7-47a4-8cb9-82bb2bd1788b,46,Female,110,20,Yes,152
5372e4bd-3759-4a88-8359-a6a3ab492547,72,Female,110,18,No,152
e08d5381-9cff-4800-895a-fc3413098de6,88,Female,111,16,No,152
7ffc2d18-e795-4cc9-8edc-8a680cefc760,80,Male,114,19,No,152
15554a44-2d57-4a6e-82c5-540121c15baa,79,Female,114,15,No,152
33becd19-56ea-4f4b-b7f1-b39c1f5dee7d,66,Male,116,13,Yes,152
db074a8e-ed66-4e9f-a6f0-ef64a3a8b40a,82,Female,112,18,No,152
b20dcedd-6a9d-4c77-9824-fc389c3602fc,61,Female,110,19,Yes,152
25f52fac-10f5-4609-8c93-18b81dff158c,90,Male,108,15,No,152
04fb0ae4-3adc-46af-822d-81930cf51370,65,Male,112,15,Yes,152
321e05fc-de08-4588-ba94-b9a08011ebb7,26,Female,115,16,Yes,152
9a8ed3fc-8cae-4cd5-b72a-d88d37808fb3,61,Female,113,18,Yes,152
60a2c599-7c2b-4b0a-a4f6-ec511aa34714,32,Male,116,15,No,152
