Customer ID,Age,Gender,Annual Income,Spending Score,Potensial,Cluster_OPTICS
3f666b0e-d42a-4c17-b50a-e8962aa21f4b,67,Male,143,5,No,124
95793ae0-91db-4cdd-bf6a-dfb505c839bb,69,Male,143,5,No,124
b6107347-a1df-458d-89b9-3a83852fb7f1,21,Female,142,5,No,124
81930897-0f13-442e-b82f-a94a3bd54e15,78,Female,142,5,No,124
bc41a897-c217-48e1-8a79-304376daa945,24,Female,144,5,No,124
e93ce3ef-67c0-4c8a-8a72-84c17d3b73dc,47,Female,142,4,No,124
d312388d-a333-491b-b540-070b6e4211b0,82,Female,142,6,No,124
84bdf79c-52d9-4940-a727-790f08b631ca,31,Male,142,4,No,124
0b62d99f-2305-442b-8c1c-2dc11f2fb1ac,67,Female,142,5,No,124
edc5d6bb-082a-4389-9f95-d42462aea858,65,Female,141,5,No,124
b725d2d2-9d72-45c3-920c-7ff156369dee,81,Male,143,5,No,124
8bc1c92a-7a4d-48a8-8e0b-50050d3776fb,34,Male,142,5,No,124
11298ff1-1882-4239-aebc-6904b148cb84,90,Male,144,5,No,124
