Customer ID,Age,Gender,Annual Income,Spending Score,Potensial,Cluster_OPTICS
001b8f2a-e3e5-45ca-8a5f-05473b923a05,63,Male,114,99,No,148
1d138158-365b-4631-a806-8e0272793cd7,35,Male,112,99,No,148
34af4128-8f25-4443-91e4-34e1e826b8af,26,Male,112,99,No,148
2ce6a4d6-ea69-48a8-ae4e-3f7f40d8c11a,34,Male,112,100,No,148
4a41bb80-bf25-4bfa-8486-4ce12b6d622a,26,Female,108,99,No,148
dd6a986e-02a9-4627-96a4-b4dbecce7eb9,26,Male,110,100,No,148
3f02112a-a2fa-4ca4-9cc1-405e2c80d350,68,Male,112,100,No,148
f00a61aa-deb7-4e51-9f1b-1f96c1a7e0f2,39,Male,111,100,No,148
eaaf7171-114f-4ddc-95f0-6823029f9dfa,23,Male,109,99,No,148
d764971b-e210-4a26-b069-66f52229a915,83,Female,114,99,No,148
d336fbc2-824f-4b5f-97fe-e386e937cd0b,27,Male,114,99,No,148
1aab82c1-e560-43ca-aed7-e2aa85b28786,65,Male,110,99,No,148
86b74472-8cf7-46fa-b55f-64e588df06b1,58,Male,110,100,No,148
7db4632c-9466-44e6-a340-2f996b230c86,21,Female,109,100,No,148
