Customer ID,Age,Gender,Annual Income,Spending Score,Potensial,Cluster_OPTICS
7897bafe-61af-4fdb-b71e-adc2127aadf8,81,Female,189,45,No,21
bd02bf04-5336-4472-8b51-195741474110,50,Male,191,46,No,21
826eb4f1-e2a3-4975-afc5-d542e52ece6d,37,Female,191,45,No,21
bf24c46e-99ad-41ff-950f-cb42511a7318,81,Male,190,44,No,21
92d8547a-b800-469f-8b17-a71b4a22618a,60,Female,190,46,No,21
8a2451da-ad45-479a-ac7a-1d0974f99888,48,Female,192,46,No,21
f581cccd-61f5-49d0-9578-4a7896bc1dde,63,Female,192,45,No,21
209fc8c0-7321-4a76-90b8-ab3073ce4ccc,86,Male,190,46,No,21
7a92f46b-8cce-4ef8-8a07-3c6dffbfce1d,65,Male,191,43,No,21
863f9125-7aa1-4f78-9c77-ff15232c6021,88,Male,191,43,No,21
93065609-1d9e-4ae4-9516-cb3be4f33628,50,Male,191,44,No,21
1bdffa2f-5696-49d4-96f9-cd62a73dc899,26,Male,192,44,No,21
