Customer ID,Age,Gender,Annual Income,Spending Score,Potensial,Cluster_OPTICS
156f1fad-9015-430d-ba9e-6cfc9015de4a,59,Male,195,40,No,25
064e51d1-8861-42a0-9b02-91f520d68e13,51,Male,192,41,No,25
a026516e-1ea1-400d-9ba2-e861bd258b2b,61,Male,193,39,No,25
ff396fa5-0a9d-471b-99c0-0f4452e4628a,82,Female,193,39,No,25
d593e51c-fbc2-4f90-9f63-782db0aba301,31,Female,192,38,No,25
085bcbd2-80cf-4753-8504-0da7c5060ecc,26,Male,194,42,No,25
9a06fb41-a33c-4206-98ae-ee61ae00cd9e,40,Female,193,39,No,25
00c8381f-b352-4c84-ad8b-0129e3ac1777,43,Female,196,39,No,25
91097734-1781-45b5-8101-a05c768bc8f6,22,Male,192,40,No,25
cfaa1d79-5729-4c0f-8dde-fedb6a30472a,48,Male,192,38,No,25
2682c564-97c8-4128-bf12-15bebf711af3,42,Male,196,40,No,25
844f5018-35df-4c64-aef2-5722c3576ffe,90,Female,197,41,No,25
837e6a04-2aef-4e05-b22e-466e09319a0d,74,Female,197,41,No,25
d218f30f-d55d-428a-a833-453eb38dd08b,86,Female,195,41,No,25
211fbdeb-0f19-445d-bf23-324d1098ff2e,38,Female,192,42,No,25
c091bdf6-2204-48c9-a50f-9955163440e3,51,Female,195,38,No,25
f46db34a-217f-4d32-9aa1-09d20bdf3072,31,Male,193,41,No,25
66253242-a8da-48c7-a997-1f586ef24219,61,Male,191,40,No,25
000e3ff3-5342-460e-8576-64223122666f,61,Male,193,38,No,25
5a01bb5c-7f70-406e-acb6-3778de95138d,56,Male,192,42,No,25
1b7c3ba7-2487-4857-97c2-1d57bbc4a7c0,59,Male,195,43,No,25
6e9cd4df-9d41-4f2f-9c6d-5292a0bc11ee,29,Male,195,42,No,25
712ba0e6-aba9-4335-8ff7-1013b649ecad,60,Male,194,42,No,25
3e72a971-20f1-4023-b6d9-b024929ee68b,59,Female,193,41,No,25
de17f831-d871-4b3a-830c-0f052de585ed,67,Male,195,41,No,25
33755bfa-8709-48b6-8cc8-05360058cf05,62,Female,194,37,No,25
9bb4ab74-e064-481c-b522-62172fd2bc3e,51,Female,194,39,No,25
56e3a021-99b6-46b2-9f97-ceb6f2d68a07,44,Male,195,40,No,25
107998e0-0a8b-4d2e-877a-17b532884d1c,87,Male,193,43,No,25
1f69db4b-3abc-4410-a339-c972aa38293e,18,Male,193,40,No,25
