Customer ID,Age,Gender,Annual Income,Spending Score,Potensial,Cluster_OPTICS
124fc7c4-7813-4d0c-8772-4f7129fc6027,27,Female,108,45,Yes,48
1415091c-a074-4e26-b8f9-5445bf3b4904,70,Male,108,46,No,48
d4d8bdd6-fd68-42cf-b0fd-d77ef637c4d5,75,Male,107,46,No,48
5d14e5c5-f710-48ac-a501-bf8ffa739367,48,Female,108,45,No,48
6fa0dec3-cdb0-4827-991b-a636dceb56a2,27,Female,109,46,Yes,48
64d31013-6e40-4661-9d97-ccfacfc01f9e,35,Male,109,46,No,48
cc4480ee-06c8-48ae-a15a-ff30775803dd,83,Female,108,46,No,48
9154089b-410d-4e3b-aae6-3a3bee0594d0,51,Male,108,45,No,48
9ea7c70b-4920-4a1e-a261-52e4b04fd3c5,64,Female,108,47,Yes,48
835349af-54a6-4efb-9017-1be630f2e36a,63,Male,109,46,Yes,48
b44e9a77-ce0b-49e8-9c95-739d19205537,55,Male,108,47,No,48
f730a5ab-1de8-43d9-9eca-45a88b1090e9,35,Female,107,46,No,48
