Customer ID,Age,Gender,Annual Income,Spending Score,Potensial,Cluster_OPTICS
6335dfe5-36be-4bf4-8872-f9182db76489,50,Male,87,45,No,154
2daeaf5a-d224-4b3f-bd7c-a76148cdebea,81,Female,87,43,No,154
302732a9-3598-4893-a5d9-a9a06623d00b,47,Female,89,44,No,154
4b92140b-a323-4238-81ef-c25ff488d096,47,Male,88,43,No,154
d1c31e79-bdca-49f0-8b13-8bcdbbfc8ec9,45,Male,86,45,No,154
cc43f26f-06fd-4d1b-8272-fefa84ef99b1,32,Female,88,44,No,154
5a7ad76a-77ce-4528-b654-acf22c34f61c,69,Female,87,44,No,154
444a2589-e702-42f2-9a8a-9b89db8ab3d5,50,Male,89,44,No,154
c09c893a-b6f5-4d04-b1c0-367d5f51518d,84,Male,90,43,No,154
9818e806-092d-4fba-841a-49ddaff96920,31,Male,88,44,No,154
76db53b0-d824-4315-901e-daedd8fcda7b,22,Female,85,44,No,154
d85dc3d2-a9a8-4ea8-99a7-815293e5d4b6,47,Male,89,45,No,154
4fca0292-fe9b-4b34-90b3-9d1d2b37598e,34,Male,88,44,No,154
ad722d98-efb1-4b12-ab38-17b9f1472af1,27,Female,88,44,No,154
