Customer ID,Age,Gender,Annual Income,Spending Score,Potensial,Cluster_OPTICS
3787f7ba-d2be-40b9-aecf-17eacd3dcb50,42,Male,193,89,No,127
eb18a22c-1e00-4082-92bf-b878b834687b,85,Female,199,89,No,127
a1ea94aa-7bae-45e1-8232-1e1afc9af9a1,42,Female,192,89,No,127
ba90ceb4-cab2-451a-a13e-51c473c104b1,29,Female,192,88,No,127
4acb9ac6-2d12-49eb-b188-b186cd8e9a15,23,Female,191,89,No,127
356ed623-b725-4bc2-b9ee-9bb988b8059a,26,Female,190,89,No,127
63848b36-c946-465f-9378-7b6366328f05,68,Male,194,87,No,127
b60cdf8c-9179-4257-b4b9-cc08e0b3665c,81,Female,197,87,No,127
774bf159-b85b-432b-8e18-88e52f55d35c,88,Female,198,91,No,127
2d87c272-f2d9-4cf9-9182-bca31520b693,19,Male,195,89,No,127
5838ba88-5996-4664-a5a5-4081233c3953,44,Female,196,89,No,127
c6bc06b6-c3dd-4daf-8af7-e8fdd01b8a4d,37,Female,194,88,No,127
f7783810-6590-452a-a828-163d36c8e0b1,20,Male,197,91,No,127
208b3f7a-6b04-4e2d-b63b-4dbf983d6d16,56,Female,196,88,No,127
9509252e-fc8c-48b1-b908-052baf1200d1,87,Male,193,88,No,127
48fece83-205a-4df1-bbb3-3c3dd6e57894,42,Male,190,90,No,127
69fd7324-10b3-4aa2-b72c-d32b55b10d2b,84,Female,198,88,No,127
a3a0d87c-3f34-406a-8139-b400ea1b351c,81,Female,196,90,No,127
fa6b7777-508b-4270-9af9-f5237e0b14a0,25,Female,198,90,No,127
31aa2d74-109c-4857-9fda-e3aee0b23acb,51,Male,194,88,No,127
42604f6d-c5fd-45d3-bb4a-74e9f75df072,43,Female,197,89,No,127
8f1307d1-ed66-4da1-90f3-b76bb73169f9,39,Female,197,88,No,127
8cd6515b-dc8b-4ad5-8476-56f23a21a72c,51,Female,198,92,No,127
a740ceaf-9b27-4ebe-9728-7167f12ae2e0,64,Male,193,89,No,127
3a1e43a8-4b7b-4f01-8597-6073d7cc65f7,34,Male,199,91,No,127
8ea16008-b88b-4c1b-ad4d-a0eacd247b9d,37,Female,191,88,No,127
546903de-a8f5-4511-876b-a506d47dccb7,32,Female,192,90,No,127
d0c57ead-8c0d-4db7-8619-36b7cf8c041a,56,Female,193,89,No,127
70a255e9-6039-4a7d-b80f-10e8e94f80ea,32,Female,196,92,No,127
e70f5c92-9aac-45e2-8549-e5b756a5128f,54,Male,196,89,No,127
55e96c60-26af-4016-8cc1-eaec13f00f13,42,Male,195,89,No,127
9cdbfc10-21de-4a66-9441-391085f76753,24,Female,195,90,No,127
acc8e327-7a88-4f25-a260-24fa1581e77a,77,Female,199,91,No,127
c5cce9e4-d383-4e11-abde-d17e0f8ae601,86,Male,195,87,No,127
997d861a-c20f-41e7-a2a3-b13b73a26f20,32,Male,191,87,No,127
