Customer ID,Age,Gender,Annual Income,Spending Score,Age Group,Cluster
86f73b1a-6a91-4d7e-ad21-0aefcf6111cc,83,Male,48,34,old,-1
dc35a079-c3db-44f4-8612-d0af9daea414,64,Female,33,81,old,-1
8bbbdbbe-7f8a-4c9c-afed-f6969f49e9ac,65,Male,87,3,old,-1
eb6d1dfc-5b3a-4ade-8521-71db4659ad13,61,Female,38,15,old,-1
e8db83f2-90bf-410e-bd1a-7c9ee14ca32b,90,Female,123,25,old,-1
ace9492b-bf39-47eb-8f28-6f85b9cc8973,79,Male,164,96,old,-1
c5e56dd8-5a20-4bd9-bbc0-97c380553084,76,Male,189,87,old,-1
068b3da4-216a-4157-9474-929a1a10cb6d,82,Female,85,66,old,-1
32cc9d1d-1db3-40f2-9a29-06f8b37d0463,75,Female,118,35,old,-1
767bc943-ceae-4dd2-bad9-3fd9c89d7db0,72,Female,36,72,old,-1
d949c615-603e-4342-9d11-8fe87ee9c88b,65,Male,23,32,old,-1
65db8631-0f2b-4e2c-ad67-be996981bcbf,76,Male,86,48,old,-1
8050f9eb-d0a0-4389-8081-65ae272944b4,90,Female,34,98,old,-1
2cb233a0-5916-49e0-800d-01869340347d,65,Male,156,49,old,-1
5a6238a5-053e-4480-ac75-37a6874af50f,81,Female,125,24,old,-1
5de60d87-18b1-4886-993a-966b6e185657,71,Male,186,6,old,-1
1e506e9c-75b3-461d-b7b1-b149e9a21511,65,Female,45,36,old,-1
fe2f4101-90dc-4df1-b9dd-14d553d1e389,89,Female,88,50,old,-1
5bd39ccd-30fc-4598-818a-770632bb7729,89,Female,91,59,old,-1
8640e224-9096-4a13-a32e-662b3d1504c1,69,Female,58,35,old,-1
4e3f3a44-cfcf-4c9c-b93d-9b00d654880d,60,Female,190,98,old,-1
7235955d-eca0-4fd9-861a-7042691e3d5e,86,Female,28,37,old,-1
bf9aa1fc-9517-4cd5-8f27-ff4978267df4,67,Male,23,19,old,-1
ad8f1ca2-54b0-4070-a333-2fd5bf63c578,85,Male,162,26,old,-1
961ce28c-1daf-4da0-80b8-2efd964311ec,78,Male,186,97,old,-1
c31c7f85-2eac-42de-8cf7-2cc98cb185b9,79,Male,117,26,old,-1
60ffb19f-7110-47bc-993c-1739aeb1d231,85,Female,101,96,old,-1
09145ff5-8f35-462f-8efa-80ce480c734c,75,Male,86,96,old,-1
5ad09a15-5b72-4ed8-9e22-eafe4330774d,78,Female,137,33,old,-1
fc69ced1-ed6c-485b-be9d-8db4d4be9fa7,71,Female,198,15,old,-1
bc2f737f-f1f2-4db9-ab4d-2097eafb1867,60,Male,178,54,old,-1
54da95d0-b48b-4791-a6fa-bb9055f48d8f,71,Male,93,16,old,-1
b3cf2f01-e7c5-4b45-baa2-d5ab405edbfa,88,Female,94,83,old,-1
2a2c40d7-ef91-4148-bae9-36a5377f27cb,64,Male,102,75,old,-1
bf8c258f-b951-42b3-b198-51745a1e6ade,83,Male,160,8,old,-1
de62a1ca-2690-4b16-b9ad-8c5bc1f78849,76,Male,89,16,old,-1
eb18a22c-1e00-4082-92bf-b878b834687b,85,Female,199,89,old,-1
faaa3db8-0aa0-4175-b6b8-4b880a029c34,77,Female,102,100,old,-1
8e84e92e-2f61-4830-95f0-bb21df844e8a,68,Female,91,1,old,-1
737b44d7-dc01-4230-81c5-7c23bf1c0346,83,Male,171,63,old,-1
dd8b9d62-3810-4077-99ee-1a72c45607af,69,Female,198,25,old,-1
470e5c53-d915-4137-b652-354b2463d671,78,Male,38,48,old,-1
126ca1fd-f0ef-40da-bfd2-1565b09c53c3,75,Female,124,27,old,-1
d2302991-5e2b-4d11-99c1-9080136cf58a,69,Male,165,27,old,-1
ccfe065d-ce0f-471c-9647-deb0bb47a646,66,Female,160,32,old,-1
4b9cbf06-dded-4d07-8c1a-02ee164f0d18,73,Female,59,35,old,-1
04902637-1050-4e53-8117-60404df896e9,73,Male,48,82,old,-1
28986534-01cd-4835-a1e7-405a6c3f1f31,66,Male,90,46,old,-1
9988976b-8450-4d0f-b971-83e476609025,84,Female,89,51,old,-1
ce34bc0c-3f65-4ed9-8989-c482f03a1d23,69,Male,160,40,old,-1
2d7ea03c-040d-4b35-afb8-a5ca883bb866,87,Female,27,33,old,-1
2dbd6575-fb6e-49a2-9238-278090c2fbf0,90,Female,115,2,old,-1
ed492f68-039c-405e-a34e-5202719c2a40,73,Female,125,15,old,-1
a7c83132-1dbb-407f-a7d2-e3ee8ebe1fc3,67,Male,61,59,old,-1
19daf9f7-1b0b-4d34-969c-48078c418f78,78,Male,20,44,old,-1
833b203d-0e6b-475a-bdb8-bc553ec6897b,83,Female,104,1,old,-1
72c92f43-a16c-4d71-b966-c6ea64d31370,82,Male,117,58,old,-1
7e99ebf1-ab7a-40b1-9656-c3cccdd12b5f,80,Male,96,47,old,-1
2e976814-847e-4158-a032-fd0c0320ce4c,83,Female,31,58,old,-1
8240fcbc-7598-4999-a4d5-dc4bb6dcd972,64,Female,184,18,old,-1
2c24d845-2ea3-4c81-8d75-ef0574a480e2,69,Female,140,31,old,-1
39f7c919-5a06-4705-94b0-1eed8f21e01d,68,Female,141,51,old,-1
