Customer ID,Age,Gender,Annual Income,Spending Score,Age Group,Cluster
82737042-63a8-49f4-b8d9-338cfef4dd03,71,Female,97,33,old,19
e57fdcaf-1394-46f9-9eb0-fb3ef7aa6fdb,86,Female,109,29,old,19
5102b61c-8e3b-45ec-8c32-58f5a63b8c04,73,Female,118,23,old,19
3abcf8a9-4280-4709-95fc-bf6c64d9f2a5,79,Female,109,26,old,19
c4cb3bea-5f04-4ef7-b744-ba396e675fbe,79,Female,100,18,old,19
651419a0-a288-4ba1-8a0c-55c53621fdfb,78,Female,99,19,old,19
faaa57b8-259a-4a86-9500-d9ece440603f,76,Female,100,30,old,19
336f47c0-a3c3-4212-9859-ba5a5e8ed673,73,Female,99,19,old,19
66dea8b2-b079-46dd-af3d-bb3b5112dec0,67,Female,112,15,old,19
71cc7a0b-305f-4eee-8544-605152b8fb1f,82,Female,105,30,old,19
9e37c31d-e57d-4c9d-9831-bf6c32feaeef,60,Female,99,21,old,19
e610121c-708c-4c6b-8ead-06c6f0b168d1,64,Female,114,22,old,19
069ed68e-651e-4f2c-b2bf-d69acced7c83,85,Female,104,34,old,19
b9912958-2f0b-4081-9ca1-da8bdcb48e22,62,Female,110,25,old,19
513e00b6-fff5-4383-b82b-55aebedcfb7c,65,Female,117,20,old,19
b2ef03b6-386b-4052-984d-e3b6ea706133,85,Female,113,19,old,19
c634ce34-c1f8-4e3b-9d47-fece757c2080,74,Female,95,31,old,19
78b03ba3-7e6a-4593-8a92-04b7e371eb94,61,Female,98,21,old,19
f24aba59-097d-4093-95cf-b313fd26acab,83,Female,102,32,old,19
e7570e83-a339-44ee-9c26-962b8a0d2f8f,66,Female,105,18,old,19
3d9ecf3d-854d-44ba-9b6d-68f0e6a041dd,75,Female,109,20,old,19
9b043e65-bf5e-43ac-907e-8b5f0b8d4795,76,Female,104,34,old,19
31b36c45-0315-4a9b-a011-a3a816c3fced,74,Female,112,21,old,19
5321aabc-6141-4ed1-a51e-6d9d2676621b,83,Female,96,17,old,19
7088071d-a09a-437a-b349-dc1a47abb98d,89,Female,98,33,old,19
aceb2cc0-f45c-41e7-a1d7-384ddfae6a2c,70,Female,98,30,old,19
c632a6f9-d183-40e1-a955-1bd55cb49fc2,67,Female,112,23,old,19
911f1579-924a-469e-8731-3d2910b78909,69,Female,106,30,old,19
db4685fd-35c2-48f2-95ca-decb435eed0d,83,Female,105,24,old,19
48f7fbcb-8799-4791-b0de-db5eba6f6aaa,87,Female,103,33,old,19
d9a766ac-563e-4843-bec8-a9373fa9ad68,67,Female,101,19,old,19
18db1480-e6e6-4d77-9e67-54f4061093f7,79,Female,99,33,old,19
8d4a8f66-b352-4bca-b077-05e99df2243f,89,Female,113,15,old,19
03734c49-a024-41f0-a0b8-ce8a6e9e6432,74,Female,109,24,old,19
030b8d3c-01aa-4698-9b81-80f437b2bb50,69,Female,113,21,old,19
3ae39d34-2e52-4424-822c-44d945c956c5,89,Female,105,27,old,19
2b9da4ba-8001-4323-89b5-43e7ae900eb6,62,Female,108,18,old,19
e1c62ff2-83ee-4786-875a-0a313677877a,61,Female,101,20,old,19
f60c3733-5f5e-4f17-ac64-354d0992ba3f,65,Female,109,20,old,19
15ee815d-3476-4f72-938a-65a28f8864ec,90,Female,113,29,old,19
e7bbfdee-e83b-471d-b42e-0dbe6a1142a4,66,Female,105,28,old,19
2626ef40-0b64-44e3-aeb7-3fde4638bddc,86,Female,107,15,old,19
bf1dca65-6626-4ac6-86f2-a3e7c1a18862,79,Female,101,31,old,19
b83c3c36-cbee-4dbe-8d63-b7c3aa9ae28e,64,Female,109,29,old,19
9423b429-1505-4b91-8d6c-e82bee8f8f75,78,Female,95,19,old,19
c31d639b-45b0-4133-94ae-8703429a0c74,61,Female,107,17,old,19
6c103cc4-45e8-4ebe-8aba-3250cb0d141d,60,Female,107,15,old,19
20501aba-b3ae-42ab-8076-a57eb0bbd322,71,Female,99,35,old,19
4b2e4dd2-6a1b-4e87-b8fc-54d09d22c470,61,Female,104,25,old,19
b47ede71-7ddb-4dde-83bd-a14ce93eb300,66,Female,107,29,old,19
dea42fc1-e289-483c-9ef7-519a351f50c2,76,Female,113,18,old,19
4382e5cc-dc60-4f75-8ef7-7e19a2b3f3ae,80,Female,110,29,old,19
ead72a29-af09-474c-ba27-d1e256095313,77,Female,113,23,old,19
d4115db8-d5f4-498a-9386-33364af518ff,61,Female,116,24,old,19
a865f4aa-e087-40ca-b71e-b74c4979ce73,75,Female,104,32,old,19
28cbfe72-aa2f-4071-b046-3a19ef9f0599,62,Female,111,23,old,19
84ff0da8-2584-46a8-b779-3317abcbdd1b,75,Female,108,26,old,19
157433eb-7b36-4d5e-bff9-538d35ff09a1,89,Female,105,19,old,19
68acf688-c243-4684-9ddf-a94fd2dc8bc4,63,Female,109,20,old,19
2e7715f4-a08f-4b25-ae21-399643e706dd,65,Female,103,20,old,19
61aa3f0c-d567-44de-852b-88623bd1e22d,78,Female,107,27,old,19
913dda56-7c73-4607-a21a-abfac1bf0311,63,Female,104,27,old,19
cf1eb85a-984c-4acc-a627-2bdaac32569c,66,Female,99,30,old,19
af3b28a8-3f69-4d99-a913-1512bc8bdb15,68,Female,98,32,old,19
5372e4bd-3759-4a88-8359-a6a3ab492547,72,Female,110,18,old,19
e08d5381-9cff-4800-895a-fc3413098de6,88,Female,111,16,old,19
9d553cfe-2498-42c5-8e02-85f7be7b849b,77,Female,101,35,old,19
15554a44-2d57-4a6e-82c5-540121c15baa,79,Female,114,15,old,19
db074a8e-ed66-4e9f-a6f0-ef64a3a8b40a,82,Female,112,18,old,19
3dfa2f48-43cc-4e0f-99a7-aa7f84e52dbd,61,Female,109,22,old,19
cb49cec3-6954-4864-98cb-a71ea1be2ec4,90,Female,112,31,old,19
b20dcedd-6a9d-4c77-9824-fc389c3602fc,61,Female,110,19,old,19
ecf7a65f-f700-4534-8aab-f0781c95dc8a,83,Female,103,19,old,19
55ee165e-e74c-4589-9be7-a61a00cfce46,65,Female,95,33,old,19
c1b11541-b6bb-4373-8a1c-ff8719d60895,69,Female,110,22,old,19
e2edaccf-26e0-43c9-baba-d13cf953685c,81,Female,106,28,old,19
9a8ed3fc-8cae-4cd5-b72a-d88d37808fb3,61,Female,113,18,old,19
