Customer ID,Age,Gender,Annual Income,Spending Score,Age Group,Cluster
86f73b1a-6a91-4d7e-ad21-0aefcf6111cc,83,Male,48,34,old,1
4d4ce6bb-da34-4f9c-8f1b-4c05bfe5fcaf,21,Male,56,34,young,1
5b5ce678-7380-4394-9026-2de0f63d5968,52,Male,57,35,adult,1
232e7d0e-a8ac-484f-a7d9-977cdf8ad90a,27,Male,56,32,young,1
0b3b5239-c943-4338-8b48-7452c90e9dbd,27,Male,60,34,young,1
e8c9e658-ff82-44fc-b6e0-a80bb8ad4a48,55,Male,53,29,adult,1
e0fd256c-607f-4771-a026-7f834419b11a,67,Male,48,34,old,1
dab020f8-bacc-4e07-9e86-b9092778e85a,27,Male,56,32,young,1
9b573f1b-3ec3-4321-a3be-1da491f88dfe,76,Male,58,28,old,1
3814ef4c-a481-4284-bf85-bfd88b165861,50,Male,49,28,adult,1
2b0fa6ba-6c9a-4939-8460-382cf5ae880a,45,Male,61,29,adult,1
1ae9262b-c524-4fb0-8ef1-4b94bb67ff56,85,Male,59,28,old,1
43deb3c8-4963-4ab3-9b9b-71febf8ee284,34,Male,50,34,adult,1
daaf39ca-b115-4b82-b22a-8a1901f2a1c1,71,Male,58,29,old,1
923a3a3b-3661-499f-a789-a02a3ccfd9a0,71,Male,53,32,old,1
fd31230a-8d4e-456d-9c88-59d7c1a3353e,83,Male,53,29,old,1
d85f134a-60d7-4dde-b174-3e6aea919cb0,37,Male,59,29,adult,1
1e153c88-9b23-49c9-8b68-106d24cb3308,45,Male,54,36,adult,1
a65dbac0-175e-4e32-841e-b454b5f75836,58,Male,54,29,adult,1
fa25518a-9307-4c7f-9ad2-df65f9f16576,39,Male,48,30,adult,1
ff70bce2-0b15-416a-af61-2ba845764ec3,35,Male,47,34,adult,1
acc091a3-5fa0-444d-adb0-0eed8162bc1e,89,Male,49,32,old,1
4657bb7e-c958-4e4d-ac7f-9075f5ffa56c,47,Male,58,36,adult,1
edf94271-a69c-4449-9eed-9a7a4f27db75,66,Male,50,29,old,1
d7414cd6-8afe-41c0-89d4-96a13c0bff70,37,Male,62,31,adult,1
bb58660c-ef52-4e0f-bbce-36ae3d0b3e4c,18,Male,52,28,young,1
c4c7bf35-a2fc-44e6-b34c-f8339520ad2b,58,Male,55,34,adult,1
a9fd1555-5dea-46c2-8bd2-26057467e50f,39,Male,54,31,adult,1
15eca141-ef43-44d3-b83d-c14797d4f1bb,33,Male,57,32,adult,1
fa714433-1a8b-4f16-9196-e62af137079b,51,Male,60,30,adult,1
dd104e73-53de-4dfb-a3ee-b390a49a101e,80,Male,52,30,old,1
2fa9281a-a8a5-45b6-9dcc-2ed6b5de6aba,32,Male,56,34,adult,1
5ef230da-b9de-44b1-b863-1387c9164bcf,33,Male,47,31,adult,1
4211c987-c248-4e05-a499-c1add833a23f,50,Male,53,33,adult,1
496333dc-11f9-45f9-b98c-f8fc992e55df,36,Male,50,27,adult,1
5929a520-2cc5-481d-89da-ae64c1d13e2d,32,Male,58,33,adult,1
89fd3c79-c383-4697-839b-61eb14754414,22,Male,58,33,young,1
2e3e018e-90e2-433e-af33-ae333b9e6f90,31,Male,51,29,adult,1
231900f7-d3e3-492f-8e1c-f820be18f795,32,Male,49,33,adult,1
c4f5be36-c8c6-4d52-b084-705c6b6ed662,89,Male,55,30,old,1
7ab26cee-dc4e-42c4-b916-e3c9206ab8ad,78,Male,47,31,old,1
90b7b8aa-341e-4891-a1fa-7e110f596b07,62,Male,59,32,old,1
a3bc7606-24a5-4790-9d02-5de6eccd62b8,69,Male,49,31,old,1
233f0619-88a7-4979-a1b1-4002084e848c,56,Male,55,31,adult,1
63397ec3-4ff2-4d8a-acf9-f9d11f680c77,18,Male,57,30,young,1
4950b712-94f2-4824-aee9-4904aa573548,47,Male,54,33,adult,1
7509ae85-5cd7-48be-b546-766806122f16,32,Male,61,30,adult,1
e967ae55-a7eb-49e0-b9b2-b72197474a94,22,Male,58,36,young,1
9607c24a-9660-4b0e-b302-eb3ad41a2d0b,34,Male,58,31,adult,1
03c16b06-269c-45d6-894c-0cee4ddd1149,55,Male,56,29,adult,1
924fd9a6-6adc-4ac6-b3cb-8d027d478f72,74,Male,49,32,old,1
7e3d939c-345e-4c52-a222-2f0de8884bcb,64,Male,50,33,old,1
b2e04ff7-e733-4d2c-af41-814aa55aacac,81,Male,62,31,old,1
89c22d42-5018-421b-af34-36085dd6d77b,18,Male,60,35,young,1
86218084-27c2-47f0-b5e8-977a28fb2ba3,44,Male,51,29,adult,1
e63611e4-d93a-4152-b408-56e5944125f7,24,Male,51,34,young,1
874e408d-3ec2-48c9-8aa1-ea25c0aea325,84,Male,47,29,old,1
36abb3b7-e525-4c57-a926-a42e393fd97f,28,Male,47,33,young,1
adf27c80-c845-4d22-bc71-c01f5a575041,57,Male,54,34,adult,1
38819171-4521-49a0-bdcf-3f8b2af601aa,40,Male,58,35,adult,1
671dc5d7-0137-4d5c-a4e4-4db7912f144b,42,Male,57,32,adult,1
64f90f65-a52e-49b3-b872-478a76c05154,55,Male,46,33,adult,1
7138c7f0-c986-4a49-b600-4df7d7744ceb,20,Male,52,31,young,1
a1c58ab0-031f-4c16-b03e-e4ac6e956b10,50,Male,56,31,adult,1
3babf233-a489-4027-8aad-5ce6e2bc9e15,74,Male,54,34,old,1
6f3a2497-d126-4406-a5bd-380eb8d66bf9,23,Male,59,30,young,1
7ab9caa0-3ad5-43be-8c13-1f473ed0e6db,68,Male,60,35,old,1
1f93ff07-0e7b-444e-b833-ebbb53560196,20,Male,60,35,young,1
e9a4bf22-0465-4c3d-bdd9-47225465a7c6,43,Male,54,28,adult,1
c19fb1b6-6221-4482-ad08-674c4b309016,35,Male,45,32,adult,1
29848893-6961-43d6-a17b-08b3fbef0b0d,81,Male,46,32,old,1
c3ca1417-2b8e-4fb7-9edd-014d672bc0b1,34,Male,51,34,adult,1
a5189727-c7b6-4ee3-ae9a-3284328e79bb,71,Male,56,35,old,1
