PC1,PC2,Cluster_OPTICS
-0.8177496745607198,-0.1157050968432814,76
-0.7907481436682603,-0.0968236278527585,76
-0.7907947918625015,-0.0871869704926099,76
-0.7788850965671018,-0.1039840070594247,76
-0.7649804261643532,-0.1033602877172561,76
-0.8296504046191013,-0.100748713040762,76
-0.8164552708756163,-0.084490421621565,76
-0.7591967292522279,-0.08553041033423,76
-0.8098547988134351,-0.0861352273090199,76
-0.7988345890578016,-0.1051207244375655,76
-0.7688732316037807,-0.0822220481680348,76
-0.7630141687772093,-0.0799841799767148,76
