PC1,PC2,Cluster_OPTICS
-1.0874250386862525,-0.7261561676929462,262
-1.0823827510097368,-0.7044436164311453,262
-1.0611388548339336,-0.6720922238312881,262
-1.048372045906519,-0.7534151008883555,262
-1.0411432134803975,-0.7355545666670256,262
-1.0932087355983775,-0.7439860450759724,262
-1.0462608670713591,-0.7416751087371202,262
-1.1331161864853905,-0.6894564242142289,262
-1.039811126838071,-0.7121358960411623,262
-1.0648113729108994,-0.6781821090630792,262
-1.041444677138183,-0.6731865299002003,262
-1.0253879900869105,-0.650911572972838,262
-1.0654020503176165,-0.705483453567717,262
-1.0457513659599655,-0.6792338522466691,262
-1.042186086373792,-0.6693038560214254,262
-1.1272194407015956,-0.6950145606187621,262
-1.0663260639584644,-0.6821686595037832,262
-1.086764805745966,-0.6948989295859078,262
