PC1,PC2,Cluster_OPTICS
0.9834531705301192,1.2903225565358774,390
1.1003075303553942,1.2532065436866635,390
1.084288526261345,1.2231355821634482,390
1.1733303904249817,1.1670648806000858,390
0.9733685951770878,1.2468974540122757,390
0.9726648688987014,1.242984123295197,390
1.088514038787805,1.2643228164957303,390
1.0640063266836133,1.1596733909038042,390
1.026250892445124,1.2358542493507412,390
1.138847867167593,1.1457991039709918,390
1.0784352738156506,1.2013498111780214,390
1.1078755093965236,1.2009030365453146,390
1.1126916993297005,1.2693916153822349,390
