PC1,PC2,Cluster_OPTICS
-1.1943819351982363,0.0645476383356829,96
-1.2147829940285146,0.044021363657705,96
-1.1796604896454317,0.0456966746073705,96
-1.1773577411680158,0.0361638938091512,96
-1.1913409323413515,0.0334249336288776,96
-1.186298644664836,0.0551374848906785,96
-1.1407959116518138,0.057417764391227,96
-1.1243305224519642,0.0134845735583109,96
-1.1524009884332875,0.0295540142210278,96
-1.1764714104843907,0.0206451043410705,96
-1.173386914289406,-0.0378215077556947,96
-1.1634530707652673,0.0367876131513199,96
-1.1634907537224903,0.0445836177471729,96
