PC1,PC2,Cluster_OPTICS
-0.3176177359192861,-1.0705003784493403,187
-0.2846499037094629,-1.0532211522609505,187
-0.3125722933866297,-1.031080577157728,187
-0.3913820052244833,-0.980476041483988,187
-0.2596177850602884,-1.07542304104078,187
-0.3050419973027233,-1.0755880797032238,187
-0.3308940459580947,-1.0516187578827243,187
-0.2781247975617281,-1.039273948756699,187
-0.3670159298964721,-1.0143872655767494,187
-0.3883378475114576,-0.9938914961609816,187
-0.3073882391182395,-1.0387113915150443,187
-0.2713794040515315,-1.0525548700334597,187
-0.3811466980425595,-0.9682349573437988,187
-0.3802980503161575,-0.9759577422160264,187
-0.3308186800436484,-1.0672107670744306,187
-0.3601574875146061,-1.0510562006410695,187
-0.3074923227528909,-1.0171640304917804,187
-0.3667579595767872,-1.0494113949536148,187
-0.4013216591294991,-1.0355372595968957,187
-0.3544778742371322,-1.0116789622347797,187
-0.357559714907381,-0.9904675029619322,187
-0.3139452178423204,-1.0644104932175495,187
-0.2890319584456922,-1.043676465415713,187
-0.3898615037960409,-0.9960373938373906,187
-0.3802922399352805,-0.9955056450101332,187
-0.3896322511965611,-1.0251061713826983,187
-0.4242744715198603,-1.0133472768640843,187
-0.3397564286843277,-1.0305299259630918,187
-0.350142467695144,-1.0115869917198683,187
-0.3302338130178085,-1.0203615197756857,187
-0.34840167890424,-1.0543764688542834,187
-0.3763967789711168,-1.0538990373832726,187
