PC1,PC2,Cluster_OPTICS
1.247683151191842,-1.3947775172332035,405
1.2317018300550158,-1.4326444833522718,405
1.1215986741208148,-1.4283572945739256,405
1.2517956148466325,-1.3302022691133617,405
1.1703594126813484,-1.3342310792872014,405
1.1662846319837814,-1.4066023320028962,405
1.1711385048741811,-1.3459097577618293,405
1.2317771959694623,-1.4482364925439783,405
1.1712515537458503,-1.3692977715493888,405
1.2267725912501697,-1.477745048401632,405
1.089928400452236,-1.396714595510788,405
1.2073357547270047,-1.3987332592595103,405
