PC1,PC2,Cluster_OPTICS
-0.9580792713958788,-0.7509272198400414,237
-0.8926997562818672,-0.769173366593564,237
-0.969797397049022,-0.755402956222681,237
-0.929519556117754,-0.7554031077987744,237
-0.9522143981884305,-0.7682372544428284,237
-0.925771672126342,-0.76490523175869,237
-0.939798356637778,-0.7403002845490035,237
-0.9539609973602116,-0.7058998745143068,237
-1.0008016273964373,-0.7120509218466117,237
-0.9390946303593914,-0.7363869538319251,237
-0.9338958004731064,-0.7654063237476437,237
-0.9993564918824414,-0.712020265008308,237
-0.9634548953065256,-0.7220236325332706,237
-0.9333019682102482,-0.7203977292131943,237
